InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Country
50563,1974,2025-04-17 06:16:48.350205,7,380.12,USA
21332,1299,2025-09-19 06:16:48.350205,9,184.04,UK
29177,1739,2025-06-17 06:16:48.350205,6,370.42,Canada
99254,1782,2025-08-06 06:16:48.350205,4,203.86,USA
78447,1042,2026-01-10 06:16:48.350205,6,40.1,Australia
67104,1943,2025-10-23 06:16:48.350205,4,384.92,Germany
94335,1342,2025-10-14 06:16:48.350205,7,40.27,Germany
90730,1325,2025-11-22 06:16:48.350205,9,461.45,USA
14951,1813,2026-01-16 06:16:48.350205,3,30.23,Canada
38333,1497,2025-12-12 06:16:48.350205,3,242.27,India
31673,1363,2025-08-01 06:16:48.350205,2,362.9,India
50870,1890,2025-11-12 06:16:48.350205,1,199.66,Germany
81101,1426,2025-06-24 06:16:48.350205,1,112.53,Canada
32821,1020,2026-02-08 06:16:48.350205,3,380.75,Germany
35494,1406,2025-04-12 06:16:48.350205,7,393.23,India
84160,1618,2025-10-20 06:16:48.350205,9,461.73,Germany
10835,1335,2025-07-14 06:16:48.350205,2,191.2,USA
28646,1814,2025-09-01 06:16:48.350205,7,255.59,Australia
87360,1116,2025-07-13 06:16:48.350205,1,184.75,USA
47335,1123,2026-01-29 06:16:48.350205,2,132.26,Australia
79351,1398,2025-04-04 06:16:48.350205,6,376.76,Canada
12429,1792,2026-02-12 06:16:48.350205,5,173.13,India
51950,1803,2025-05-03 06:16:48.350205,8,216.93,Canada
70654,1714,2025-08-02 06:16:48.350205,2,204.82,Canada
78143,1050,2026-02-23 06:16:48.350205,1,357.77,India
87527,1782,2025-06-15 06:16:48.350205,7,459.31,UK
96704,1323,2025-06-15 06:16:48.350205,6,335.04,UK
41099,1788,2025-09-18 06:16:48.350205,8,238.43,Germany
49385,1140,2026-01-18 06:16:48.350205,8,390.71,UK
45919,1469,2025-12-16 06:16:48.350205,2,322.28,USA
70782,1786,2025-08-23 06:16:48.350205,8,35.0,Australia
81116,1801,2025-04-03 06:16:48.350205,6,52.35,Canada
82590,1333,2025-12-16 06:16:48.350205,9,23.77,Germany
99626,1892,2025-11-09 06:16:48.350205,7,231.12,Canada
50387,1963,2025-08-24 06:16:48.350205,2,413.8,India
25823,1372,2025-12-20 06:16:48.350205,8,159.98,UK
56015,1563,2025-09-09 06:16:48.350205,9,195.16,India
25339,1493,2026-02-17 06:16:48.350205,7,455.19,Germany
13491,1538,2025-09-24 06:16:48.350205,4,419.27,Australia
10706,1668,2025-09-10 06:16:48.350205,9,334.2,USA
25728,1750,2025-08-14 06:16:48.350205,4,137.07,UK
16997,1155,2025-09-17 06:16:48.350205,4,62.94,India
70408,1290,2025-12-04 06:16:48.350205,9,12.95,Australia
68097,1647,2025-07-23 06:16:48.350205,8,57.97,UK
48523,1143,2026-01-15 06:16:48.350205,4,149.84,Canada
35163,1105,2025-10-08 06:16:48.350205,8,278.14,USA
27718,1419,2025-12-31 06:16:48.350205,8,36.68,Australia
97508,1669,2025-05-17 06:16:48.350205,7,72.43,UK
93767,1657,2025-03-07 06:16:48.350205,6,94.63,USA
49619,1001,2025-07-06 06:16:48.350205,8,317.83,Australia
22126,1944,2026-02-25 06:16:48.350205,7,309.82,Canada
99131,1588,2025-11-10 06:16:48.350205,5,277.63,Canada
74926,1643,2025-07-17 06:16:48.350205,4,129.0,India
50633,1089,2025-10-06 06:16:48.350205,2,188.7,Germany
87654,1344,2025-04-20 06:16:48.350205,8,52.86,India
13317,1349,2025-11-29 06:16:48.350205,9,117.1,USA
54980,1458,2025-04-16 06:16:48.350205,4,449.36,India
54115,1262,2025-11-30 06:16:48.350205,4,489.95,Australia
71646,1350,2026-01-06 06:16:48.350205,5,325.59,UK
53158,1107,2025-06-09 06:16:48.350205,2,458.83,Australia
65963,1585,2025-08-10 06:16:48.350205,7,323.16,India
57631,1038,2025-04-22 06:16:48.350205,5,21.43,Germany
59316,1908,2025-08-03 06:16:48.350205,6,498.4,Australia
69342,1158,2025-10-08 06:16:48.350205,4,53.98,Australia
25504,1582,2025-06-28 06:16:48.350205,8,342.91,Australia
78593,1958,2025-10-01 06:16:48.350205,8,130.15,Germany
36660,1311,2025-07-12 06:16:48.350205,5,199.03,Australia
47196,1240,2025-06-16 06:16:48.350205,6,324.74,USA
75938,1937,2025-10-15 06:16:48.350205,3,221.06,Canada
18605,1444,2025-07-24 06:16:48.350205,1,129.02,Germany
67388,1297,2025-06-09 06:16:48.350205,9,170.55,USA
91297,1951,2025-03-27 06:16:48.350205,9,174.07,Germany
65501,1035,2025-10-21 06:16:48.350205,3,479.87,Germany
63309,1083,2025-11-20 06:16:48.350205,4,400.31,Canada
37043,1451,2025-04-12 06:16:48.350205,7,231.98,UK
43635,1885,2025-06-01 06:16:48.350205,2,103.91,USA
89315,1774,2025-12-25 06:16:48.350205,3,406.45,Germany
90691,1821,2025-03-18 06:16:48.350205,6,82.81,Germany
43132,1384,2025-04-15 06:16:48.350205,8,109.18,India
99387,1171,2025-10-11 06:16:48.350205,1,186.18,Australia
25366,1375,2025-11-03 06:16:48.350205,4,440.77,UK
82107,1684,2025-08-07 06:16:48.350205,1,70.23,Canada
72580,1361,2025-11-14 06:16:48.350205,2,65.51,USA
67889,1558,2025-08-29 06:16:48.350205,8,249.52,Germany
89553,1890,2025-07-20 06:16:48.350205,6,141.82,Australia
49236,1140,2025-04-02 06:16:48.350205,9,286.52,USA
14150,1886,2025-11-23 06:16:48.350205,2,228.56,Canada
29423,1917,2025-10-27 06:16:48.350205,3,220.3,UK
14137,1117,2025-09-10 06:16:48.350205,9,60.43,India
39992,1276,2025-11-22 06:16:48.350205,9,74.82,UK
54921,1725,2025-07-15 06:16:48.350205,6,411.43,India
89369,1219,2025-03-14 06:16:48.350205,3,443.51,USA
76917,1904,2025-07-13 06:16:48.350205,5,121.17,UK
83690,1025,2026-01-05 06:16:48.350205,2,61.16,UK
44235,1520,2025-03-14 06:16:48.350205,7,31.44,UK
88975,1782,2025-11-17 06:16:48.350205,8,306.11,Canada
29122,1009,2025-07-12 06:16:48.350205,6,359.1,USA
33956,1983,2025-08-28 06:16:48.350205,8,189.54,India
73879,1377,2025-10-04 06:16:48.350205,2,341.44,UK
68560,1632,2025-03-08 06:16:48.350205,3,357.91,USA
92800,1636,2026-01-21 06:16:48.350205,7,467.99,Australia
78685,1681,2025-07-04 06:16:48.350205,1,37.11,Canada
34660,1583,2025-09-15 06:16:48.350205,7,100.18,Canada
96064,1151,2025-09-15 06:16:48.350205,6,38.92,Australia
11168,1719,2025-09-23 06:16:48.350205,8,434.66,USA
55124,1048,2026-01-05 06:16:48.350205,7,397.33,India
45897,1153,2025-07-13 06:16:48.350205,4,289.45,USA
25032,1858,2025-11-19 06:16:48.350205,3,46.41,USA
62797,1292,2025-07-13 06:16:48.350205,3,140.29,Germany
45294,1579,2026-01-08 06:16:48.350205,4,152.37,Canada
53827,1049,2025-10-10 06:16:48.350205,9,282.57,India
13516,1663,2025-11-03 06:16:48.350205,9,132.73,Germany
29751,1530,2025-07-25 06:16:48.350205,2,41.12,Australia
40373,1611,2025-10-06 06:16:48.350205,5,366.73,USA
40270,1059,2025-08-31 06:16:48.350205,1,153.04,Australia
20386,1166,2025-11-30 06:16:48.350205,4,228.93,Canada
74817,1201,2025-03-10 06:16:48.350205,2,68.19,Germany
75184,1856,2025-11-02 06:16:48.350205,8,402.26,Germany
89693,1145,2025-12-24 06:16:48.350205,4,284.94,India
47879,1914,2025-11-13 06:16:48.350205,5,451.28,USA
59597,1675,2025-06-08 06:16:48.350205,4,250.26,India
49132,1969,2025-04-10 06:16:48.350205,5,471.01,Germany
13626,1992,2025-10-01 06:16:48.350205,5,446.47,Germany
95936,1438,2025-08-24 06:16:48.350205,5,290.35,India
91515,1241,2025-11-08 06:16:48.350205,3,467.28,Germany
87065,1580,2025-03-07 06:16:48.350205,7,164.93,UK
65390,1686,2025-03-08 06:16:48.350205,3,185.99,Canada
26645,1560,2025-12-31 06:16:48.350205,2,27.51,USA
64144,1482,2026-02-18 06:16:48.350205,3,296.65,Canada
23382,1107,2025-09-28 06:16:48.350205,3,362.35,USA
14025,1225,2025-08-01 06:16:48.350205,8,387.89,Germany
53226,1672,2025-04-22 06:16:48.350205,4,79.16,India
89380,1630,2025-08-03 06:16:48.350205,3,224.86,India
79711,1660,2025-11-02 06:16:48.350205,5,92.55,Germany
84710,1976,2025-11-11 06:16:48.350205,4,332.75,USA
13443,1661,2025-11-29 06:16:48.350205,9,83.18,Germany
31395,1431,2025-08-08 06:16:48.350205,8,452.56,USA
20725,1804,2025-04-18 06:16:48.350205,7,119.16,Germany
43461,1654,2026-02-14 06:16:48.350205,8,149.24,Germany
51115,1418,2025-06-17 06:16:48.350205,5,426.2,Germany
93732,1987,2026-02-25 06:16:48.350205,4,231.94,India
89790,1454,2025-08-28 06:16:48.350205,7,16.88,USA
89557,1159,2026-01-26 06:16:48.350205,1,249.82,Australia
81260,1522,2025-07-10 06:16:48.350205,6,46.85,Germany
38690,1649,2025-12-06 06:16:48.350205,8,492.75,Canada
11407,1968,2025-10-01 06:16:48.350205,7,296.12,Canada
83568,1589,2025-03-13 06:16:48.350205,2,131.98,India
68560,1076,2025-04-09 06:16:48.350205,7,284.04,UK
57340,1508,2025-03-31 06:16:48.350205,6,43.05,Australia
27794,1440,2025-05-19 06:16:48.350205,5,400.95,India
29881,1253,2025-12-25 06:16:48.350205,4,463.04,UK
96292,1920,2026-01-03 06:16:48.350205,1,437.85,India
59703,1769,2025-09-07 06:16:48.350205,2,174.17,Canada
54354,1319,2025-07-24 06:16:48.350205,7,166.26,Germany
88462,1802,2025-04-26 06:16:48.350205,3,22.37,USA
24390,1262,2026-02-22 06:16:48.350205,5,327.44,Germany
97475,1596,2025-05-19 06:16:48.350205,8,269.78,Canada
37307,1657,2025-11-14 06:16:48.350205,8,232.38,USA
34502,1834,2026-01-24 06:16:48.350205,6,454.28,UK
32486,1553,2025-05-23 06:16:48.350205,5,88.1,UK
48258,1373,2025-06-21 06:16:48.350205,2,9.78,Canada
67716,1636,2025-05-18 06:16:48.350205,9,41.29,USA
91494,1166,2026-02-15 06:16:48.350205,1,115.57,Germany
92768,1936,2025-05-28 06:16:48.350205,2,21.48,Canada
20748,1752,2025-11-23 06:16:48.350205,1,253.91,UK
72785,1458,2025-11-29 06:16:48.350205,4,160.47,Canada
86050,1998,2025-10-29 06:16:48.350205,4,94.34,Germany
32738,1279,2025-04-26 06:16:48.350205,5,376.29,India
84231,1699,2025-06-23 06:16:48.350205,5,106.2,Australia
83606,1301,2026-01-14 06:16:48.350205,8,345.36,Australia
51662,1530,2025-03-23 06:16:48.350205,3,177.89,Australia
92234,1579,2025-05-11 06:16:48.350205,6,258.35,India
25123,1217,2025-10-01 06:16:48.350205,3,467.26,Germany
35616,1101,2025-04-12 06:16:48.350205,2,23.49,USA
21182,1553,2025-08-06 06:16:48.350205,8,252.63,Canada
72013,1287,2026-02-17 06:16:48.350205,1,427.94,Germany
41331,1166,2026-02-17 06:16:48.350205,9,296.05,India
56098,1620,2025-07-17 06:16:48.350205,7,142.05,UK
36128,1035,2025-07-22 06:16:48.350205,4,201.85,Australia
41556,1743,2025-10-02 06:16:48.350205,3,341.73,Australia
97505,1740,2025-05-21 06:16:48.350205,6,445.95,Germany
31876,1352,2025-03-20 06:16:48.350205,9,25.33,Australia
18949,1675,2026-01-01 06:16:48.350205,9,40.41,Australia
61962,1898,2025-03-20 06:16:48.350205,4,165.9,Germany
81206,1072,2026-01-23 06:16:48.350205,5,120.23,Germany
34099,1647,2025-09-17 06:16:48.350205,9,136.14,India
22716,1352,2025-09-19 06:16:48.350205,2,114.53,India
62611,1890,2025-10-28 06:16:48.350205,2,101.93,Australia
48885,1069,2025-12-15 06:16:48.350205,5,69.66,Germany
63144,1424,2025-06-08 06:16:48.350205,1,467.31,Germany
75220,1998,2025-12-08 06:16:48.350205,8,76.37,Australia
17837,1707,2025-11-07 06:16:48.350205,5,106.18,USA
59355,1780,2026-01-22 06:16:48.350205,2,126.9,UK
57299,1560,2025-07-07 06:16:48.350205,9,466.84,Canada
29159,1827,2025-05-02 06:16:48.350205,2,379.08,Canada
61012,1641,2025-08-09 06:16:48.350205,7,395.9,Australia
69305,1955,2026-02-20 06:16:48.350205,8,56.86,Canada
97096,1516,2025-05-31 06:16:48.350205,6,418.97,India
27106,1427,2025-11-01 06:16:48.350205,7,207.06,India
68123,1538,2026-01-15 06:16:48.350205,1,135.1,USA
18720,1159,2025-06-25 06:16:48.350205,4,290.0,Australia
47661,1148,2025-09-28 06:16:48.350205,7,411.98,India
97318,1775,2025-12-09 06:16:48.350205,1,390.43,Australia
31120,1229,2025-04-10 06:16:48.350205,1,445.55,Australia
29790,1711,2026-02-20 06:16:48.350205,6,464.43,Germany
68655,1561,2025-10-11 06:16:48.350205,4,122.87,UK
69643,1066,2025-09-24 06:16:48.350205,3,214.81,UK
57374,1811,2025-03-27 06:16:48.350205,5,12.24,Australia
52907,1380,2025-07-31 06:16:48.350205,9,440.26,UK
60071,1057,2025-12-21 06:16:48.350205,3,81.51,UK
44812,1258,2025-03-24 06:16:48.350205,5,431.43,Canada
59570,1341,2025-09-24 06:16:48.350205,5,168.05,Canada
60901,1837,2026-01-13 06:16:48.350205,9,187.23,Germany
70186,1129,2025-12-16 06:16:48.350205,4,24.37,USA
60251,1726,2025-11-24 06:16:48.350205,1,166.81,India
75171,1171,2025-03-16 06:16:48.350205,5,444.74,India
46160,1769,2026-02-04 06:16:48.350205,1,17.65,Canada
29156,1613,2026-02-01 06:16:48.350205,6,206.13,Australia
86208,1208,2025-04-04 06:16:48.350205,7,20.54,UK
89980,1802,2025-04-18 06:16:48.350205,1,188.61,Germany
82320,1353,2025-09-22 06:16:48.350205,4,90.46,USA
27929,1470,2025-05-13 06:16:48.350205,9,129.85,Canada
76606,1797,2025-07-14 06:16:48.350205,1,439.41,Australia
98442,1115,2025-05-13 06:16:48.350205,9,220.84,Germany
72559,1263,2025-06-12 06:16:48.350205,8,140.53,Australia
64205,1661,2025-04-01 06:16:48.350205,5,296.72,Germany
78475,1811,2025-08-04 06:16:48.350205,6,75.34,Canada
74341,1441,2025-09-28 06:16:48.350205,7,133.4,Germany
52863,1547,2025-10-07 06:16:48.350205,4,275.39,UK
91837,1452,2025-11-21 06:16:48.350205,6,122.57,Germany
75439,1844,2025-04-19 06:16:48.350205,7,341.17,USA
17194,1476,2025-08-25 06:16:48.350205,6,248.29,Germany
81387,1286,2026-02-02 06:16:48.350205,6,387.13,India
91914,1302,2025-04-15 06:16:48.350205,2,474.38,Germany
76214,1310,2025-12-16 06:16:48.350205,5,62.32,Australia
39777,1207,2025-07-16 06:16:48.350205,3,170.66,Canada
36183,1617,2025-11-22 06:16:48.350205,7,163.18,India
37445,1445,2025-06-03 06:16:48.350205,4,79.84,Canada
77038,1669,2025-07-05 06:16:48.350205,1,406.1,Australia
97201,1632,2025-06-20 06:16:48.350205,6,381.14,USA
26198,1054,2026-01-03 06:16:48.350205,6,244.79,UK
31411,1911,2026-01-10 06:16:48.350205,7,271.2,USA
60577,1011,2025-10-17 06:16:48.350205,8,34.47,India
25867,1656,2025-06-03 06:16:48.350205,3,279.98,Australia
72501,1399,2025-08-04 06:16:48.350205,6,396.71,Australia
24266,1907,2026-02-16 06:16:48.350205,2,289.04,UK
49422,1647,2026-03-01 06:16:48.350205,9,136.33,Germany
45208,1979,2025-03-26 06:16:48.350205,2,335.44,India
41213,1514,2025-08-21 06:16:48.350205,3,183.94,UK
17367,1655,2025-09-26 06:16:48.350205,2,274.71,Canada
89026,1541,2026-01-07 06:16:48.350205,9,246.34,UK
45362,1236,2025-10-08 06:16:48.350205,1,193.68,Canada
61588,1278,2025-08-28 06:16:48.350205,5,360.84,Canada
48285,1347,2025-05-16 06:16:48.350205,1,442.52,Australia
84755,1626,2025-05-21 06:16:48.350205,5,7.58,UK
81846,1103,2025-07-03 06:16:48.350205,8,467.14,Australia
46307,1629,2025-07-11 06:16:48.350205,8,258.2,Australia
90280,1516,2025-06-25 06:16:48.350205,8,351.86,USA
29867,1979,2025-10-25 06:16:48.350205,2,428.53,USA
66523,1871,2025-10-09 06:16:48.350205,8,236.22,Australia
94161,1247,2026-01-24 06:16:48.350205,5,418.31,Australia
16378,1363,2025-11-25 06:16:48.350205,1,92.92,Canada
94685,1320,2025-03-30 06:16:48.350205,7,83.79,Australia
86958,1632,2025-07-26 06:16:48.350205,6,330.45,India
37926,1285,2026-02-18 06:16:48.350205,5,435.72,UK
23180,1148,2025-10-18 06:16:48.350205,1,446.75,India
46931,1083,2025-07-27 06:16:48.350205,1,323.65,USA
34014,1965,2025-03-16 06:16:48.350205,6,265.12,India
89872,1405,2026-02-11 06:16:48.350205,7,169.04,Germany
68502,1977,2025-08-22 06:16:48.350205,1,490.1,Germany
97736,1455,2025-05-27 06:16:48.350205,9,163.25,USA
15470,1742,2026-01-31 06:16:48.350205,4,373.37,India
24953,1799,2025-06-25 06:16:48.350205,5,268.33,UK
48507,1160,2025-09-20 06:16:48.350205,2,306.21,USA
16523,1783,2026-01-21 06:16:48.350205,8,199.77,Germany
96923,1459,2025-08-13 06:16:48.350205,2,482.59,USA
67190,1549,2025-09-23 06:16:48.350205,3,287.98,India
57761,1499,2025-03-23 06:16:48.350205,9,469.2,India
41169,1737,2025-11-21 06:16:48.350205,2,8.76,India
55641,1508,2026-01-06 06:16:48.350205,6,288.47,Canada
32990,1653,2025-05-26 06:16:48.350205,4,360.01,India
39661,1803,2025-07-23 06:16:48.350205,7,373.81,Australia
23419,1480,2025-09-23 06:16:48.350205,6,452.96,Germany
24457,1662,2025-07-27 06:16:48.350205,9,7.18,Germany
77600,1113,2025-12-05 06:16:48.350205,9,5.16,Canada
86102,1748,2025-12-23 06:16:48.350205,4,238.77,Germany
43085,1577,2025-11-01 06:16:48.350205,1,19.5,Germany
60654,1360,2025-09-24 06:16:48.350205,2,487.39,USA
16130,1340,2025-10-01 06:16:48.350205,8,114.92,India
12042,1769,2025-08-25 06:16:48.350205,8,238.97,Australia
80134,1986,2025-07-28 06:16:48.350205,2,35.26,Australia
52982,1760,2025-04-03 06:16:48.350205,4,263.41,USA
75185,1968,2025-06-17 06:16:48.350205,1,193.08,Australia
43477,1448,2025-05-12 06:16:48.350205,7,27.11,USA
62709,1842,2025-04-29 06:16:48.350205,4,170.89,Australia
38716,1834,2025-11-26 06:16:48.350205,8,198.76,Germany
88137,1179,2025-10-14 06:16:48.350205,9,495.01,UK
46018,1701,2025-07-13 06:16:48.350205,9,107.9,India
18061,1406,2026-01-05 06:16:48.350205,3,274.67,UK
18609,1665,2025-10-19 06:16:48.350205,5,493.72,Germany
45371,1195,2025-10-30 06:16:48.350205,6,397.05,Canada
93021,1465,2025-11-28 06:16:48.350205,6,496.72,USA
30805,1310,2025-11-13 06:16:48.350205,8,484.31,Australia
17857,1261,2025-12-22 06:16:48.350205,6,247.32,Australia
21620,1418,2025-12-23 06:16:48.350205,6,349.71,Germany
18177,1405,2025-03-22 06:16:48.350205,4,59.67,Australia
40111,1938,2025-06-29 06:16:48.350205,7,223.37,Germany
98578,1142,2026-01-03 06:16:48.350205,8,405.46,UK
94181,1341,2025-12-10 06:16:48.350205,3,255.14,Canada
99941,1315,2026-02-02 06:16:48.350205,7,352.84,USA
21826,1100,2025-06-06 06:16:48.350205,3,374.15,Australia
23890,1243,2025-03-10 06:16:48.350205,8,130.47,Canada
92428,1489,2025-09-12 06:16:48.350205,1,438.47,Canada
68031,1011,2025-07-27 06:16:48.350205,1,232.61,Canada
85020,1238,2025-05-13 06:16:48.350205,6,109.04,India
15495,1560,2025-11-08 06:16:48.350205,9,433.38,Canada
38481,1041,2025-05-07 06:16:48.350205,4,211.82,Germany
21267,1677,2025-08-24 06:16:48.350205,6,376.4,India
16743,1593,2025-07-25 06:16:48.350205,5,276.28,India
64800,1428,2026-01-21 06:16:48.350205,1,194.03,Canada
58773,1802,2025-12-17 06:16:48.350205,6,405.89,Australia
67042,1157,2025-05-09 06:16:48.350205,9,294.31,Australia
59476,1215,2025-04-17 06:16:48.350205,3,198.33,Australia
38552,1669,2025-03-20 06:16:48.350205,3,59.25,Australia
75242,1461,2026-02-08 06:16:48.350205,2,448.25,Germany
55772,1133,2025-10-15 06:16:48.350205,4,22.56,Australia
53730,1066,2025-07-29 06:16:48.350205,3,432.28,USA
38948,1847,2025-11-26 06:16:48.350205,2,183.18,Canada
86311,1006,2025-07-27 06:16:48.350205,1,321.47,India
79093,1947,2025-07-01 06:16:48.350205,3,461.49,USA
79123,1525,2026-01-01 06:16:48.350205,6,80.09,Australia
26535,1072,2025-10-21 06:16:48.350205,9,285.64,USA
76490,1398,2025-12-05 06:16:48.350205,5,383.39,India
56562,1404,2025-09-07 06:16:48.350205,3,380.0,Australia
99080,1674,2025-06-23 06:16:48.350205,5,265.19,USA
68535,1577,2025-06-09 06:16:48.350205,5,314.25,Germany
51269,1858,2025-06-19 06:16:48.350205,5,379.98,Germany
90674,1129,2025-06-30 06:16:48.350205,7,421.31,Canada
52462,1930,2025-04-07 06:16:48.350205,5,382.1,Canada
13127,1465,2026-02-26 06:16:48.350205,7,180.23,USA
33147,1205,2025-11-16 06:16:48.350205,9,498.38,India
55528,1787,2025-06-04 06:16:48.350205,5,220.08,Germany
87095,1977,2025-05-04 06:16:48.350205,2,17.11,UK
78931,1767,2026-01-14 06:16:48.350205,5,184.5,Canada
76381,1265,2026-02-05 06:16:48.350205,8,68.25,Germany
73749,1536,2025-03-22 06:16:48.350205,4,65.11,Australia
48672,1961,2026-02-24 06:16:48.350205,2,144.36,USA
23731,1792,2025-04-28 06:16:48.350205,3,31.42,Germany
64512,1252,2025-09-05 06:16:48.350205,9,345.81,Germany
61024,1821,2025-07-15 06:16:48.350205,9,41.62,USA
13832,1288,2025-06-23 06:16:48.350205,8,105.63,Canada
42332,1163,2026-02-15 06:16:48.350205,8,50.99,Canada
22467,1094,2025-06-26 06:16:48.350205,8,36.27,UK
51025,1781,2025-07-05 06:16:48.350205,8,137.54,UK
23107,1832,2025-07-14 06:16:48.350205,8,288.09,Canada
87994,1109,2026-02-15 06:16:48.350205,1,482.52,Canada
53481,1335,2025-05-23 06:16:48.350205,6,438.4,Canada
12581,1821,2025-11-18 06:16:48.350205,9,438.59,Canada
85118,1237,2026-02-09 06:16:48.350205,8,92.15,Germany
61638,1380,2026-03-01 06:16:48.350205,3,136.13,UK
18418,1435,2025-05-25 06:16:48.350205,1,42.81,USA
39113,1898,2025-06-20 06:16:48.350205,2,390.34,India
94363,1482,2025-06-18 06:16:48.350205,2,39.56,USA
73044,1936,2025-11-19 06:16:48.350205,7,280.56,Australia
89955,1901,2025-08-19 06:16:48.350205,6,127.7,India
71030,1024,2025-05-16 06:16:48.350205,2,125.51,Germany
21814,1652,2025-04-04 06:16:48.350205,8,495.41,Australia
20024,1116,2026-01-15 06:16:48.350205,9,379.61,UK
73288,1481,2025-03-18 06:16:48.350205,7,419.28,India
67836,1391,2025-05-23 06:16:48.350205,4,288.13,Canada
17435,1916,2025-11-19 06:16:48.350205,1,436.15,Australia
77084,1993,2025-12-22 06:16:48.350205,4,324.52,Germany
80601,1963,2025-11-08 06:16:48.350205,4,473.36,India
98416,1536,2025-04-11 06:16:48.350205,8,144.26,Canada
13407,1078,2025-04-13 06:16:48.350205,4,299.68,Australia
42940,1579,2025-05-09 06:16:48.350205,4,346.62,Germany
15666,1172,2025-06-15 06:16:48.350205,2,199.5,Australia
47122,1955,2025-08-22 06:16:48.350205,7,440.46,India
35092,1011,2025-03-25 06:16:48.350205,4,490.0,Canada
85645,1799,2025-12-17 06:16:48.350205,6,249.42,UK
36505,1127,2025-07-24 06:16:48.350205,3,198.37,Germany
46713,1607,2025-08-25 06:16:48.350205,7,238.61,India
64387,1091,2025-08-08 06:16:48.350205,6,427.1,Canada
53169,1652,2025-10-01 06:16:48.350205,3,324.51,UK
83282,1542,2025-03-26 06:16:48.350205,4,27.16,Australia
87511,1845,2025-07-19 06:16:48.350205,5,273.37,Canada
61742,1531,2025-06-02 06:16:48.350205,9,13.56,UK
50522,1657,2026-02-10 06:16:48.350205,6,390.38,India
91132,1988,2025-08-11 06:16:48.350205,4,167.51,Canada
13880,1827,2025-05-04 06:16:48.350205,7,238.64,Canada
53454,1446,2025-11-12 06:16:48.350205,2,400.35,USA
65711,1389,2025-03-13 06:16:48.350205,4,27.99,Germany
53539,1671,2025-09-14 06:16:48.350205,5,83.48,Canada
78321,1860,2025-07-25 06:16:48.350205,4,201.99,UK
97985,1042,2025-08-29 06:16:48.350205,4,118.81,Germany
24799,1253,2026-02-20 06:16:48.350205,9,172.26,India
70102,1129,2025-06-01 06:16:48.350205,2,499.1,Germany
60726,1059,2025-05-27 06:16:48.350205,6,413.58,USA
58784,1662,2026-01-22 06:16:48.350205,8,442.53,India
53333,1466,2025-11-01 06:16:48.350205,8,468.84,Canada
50828,1286,2025-03-26 06:16:48.350205,7,173.76,Australia
79526,1516,2025-06-11 06:16:48.350205,4,152.05,India
64362,1466,2025-04-02 06:16:48.350205,7,120.86,India
63997,1929,2025-05-07 06:16:48.350205,6,415.91,USA
60341,1777,2025-09-05 06:16:48.350205,6,341.38,UK
29073,1344,2025-04-25 06:16:48.350205,2,121.91,India
24549,1641,2026-01-19 06:16:48.350205,8,191.61,UK
93795,1381,2025-10-13 06:16:48.350205,8,255.82,Germany
66920,1778,2025-12-21 06:16:48.350205,7,266.43,Australia
95326,1689,2025-07-07 06:16:48.350205,9,444.92,USA
85515,1252,2025-05-20 06:16:48.350205,8,193.38,Canada
30316,1926,2025-11-16 06:16:48.350205,9,454.72,India
36183,1055,2026-01-01 06:16:48.350205,9,223.48,Australia
34624,1462,2026-02-25 06:16:48.350205,6,374.45,Australia
72515,1456,2025-10-19 06:16:48.350205,2,465.48,UK
95781,1982,2025-06-23 06:16:48.350205,7,454.25,India
56705,1082,2025-10-27 06:16:48.350205,3,33.19,Australia
99326,1904,2025-04-18 06:16:48.350205,7,106.82,USA
36756,1098,2025-08-17 06:16:48.350205,9,241.07,Canada
70390,1148,2025-11-17 06:16:48.350205,2,218.62,Germany
78369,1328,2025-04-10 06:16:48.350205,6,322.24,Germany
80821,1155,2025-10-22 06:16:48.350205,6,472.63,UK
19589,1189,2025-11-27 06:16:48.350205,9,60.64,Australia
24116,1493,2025-03-06 06:16:48.350205,9,228.67,Germany
83181,1882,2025-08-23 06:16:48.350205,5,100.24,UK
54786,1262,2025-06-24 06:16:48.350205,5,447.58,Canada
86425,1079,2025-07-04 06:16:48.350205,9,482.47,India
40286,1399,2025-08-13 06:16:48.350205,8,241.96,USA
25994,1763,2026-02-03 06:16:48.350205,7,56.49,Canada
36639,1608,2025-10-24 06:16:48.350205,8,393.72,Canada
27205,1259,2025-11-14 06:16:48.350205,6,350.08,Germany
66677,1771,2025-09-20 06:16:48.350205,3,180.56,Germany
42930,1614,2025-05-12 06:16:48.350205,7,444.27,USA
83313,1551,2025-11-16 06:16:48.350205,8,488.04,India
28316,1784,2026-01-28 06:16:48.350205,8,281.14,Canada
37304,1100,2025-07-01 06:16:48.350205,1,285.04,Australia
97876,1358,2025-03-18 06:16:48.350205,7,152.27,Germany
95366,1379,2025-05-04 06:16:48.350205,3,294.33,Canada
23403,1819,2025-08-01 06:16:48.350205,2,222.62,India
90052,1220,2025-05-11 06:16:48.350205,2,154.58,UK
94627,1819,2025-03-30 06:16:48.350205,8,38.26,India
83495,1419,2025-08-08 06:16:48.350205,9,130.09,Canada
41932,1123,2025-07-21 06:16:48.350205,3,102.94,Canada
46701,1421,2025-12-09 06:16:48.350205,3,273.31,USA
